nombre,sector,precio,area,habitaciones,banos,parqueadero,fecha
Casa de Lujo Urb. Ontaneda Valle de Los Chillos,"Conocoto, Quito",430.000,2500,3,3,10.0,2021-10-02
"Casa de Venta (Lumbisí / Cumbayá) Esquinera, por Estrenar","Lumbisí, Quito",245.000,210,3,3,2.0,2021-10-02
Oportunidad Edificio Rentero Sector Mariana de Jesus,"La Carolina, Quito",360.000,780,11,7,6.0,2021-10-02
NN,"Tumbaco, Quito",72.000,77,2,2 ,0.0,2021-10-02
NN,"Los Chillos, Quito",76.000,80m²,2,1 a 2 ,0.0,2021-10-02
NN,"Norte de Quito, Quito",71.990,130m²,3,1 ,0.0,2021-10-02
NN,"Los Chillos, Quito",206.500,175,3,3 ,0.0,2021-10-02
NN,"Conocoto, Quito",76.200,84m²,3,2 ,0.0,2021-10-02
NN,"Los Chillos, Quito",119.900,172,3,2 ,0.0,2021-10-02
NN,"Tumbaco, Quito",142.312,188,3,3 ,0.0,2021-10-02
NN,"Los Chillos, Quito",69.900,77,3,1 a 2 ,0.0,2021-10-02
NN,"Los Chillos, Quito",91.500,50,3,2 ,0.0,2021-10-02
NN,"Los Chillos, Quito",89.000,217,3,2 ,0.0,2021-10-02
Hermosa Casa Dentro de Urbanización Cerca Al Colegio Alemán!,"Cumbayá, Quito",480.000,507,3baños,4estac.,0.0,2021-10-02
Casa en Venta 4 D Sector La Espe Urb. San Francisco,"Sangolqui, Quito",189.000,450,4,5,6.0,2021-10-02
En Venta Casa por Estrenar en El Sector La Salle,"Conocoto, Quito",90.000,168,3,2,2.0,2021-10-02
Casa de Lujo 3 Dorm. Sector Cumbayá,"Cumbayá, Quito",595.000,480,3,4,7.0,2021-10-02
Vendo Casa en El Barrio Los Laureles a Excelente Precio (Norte de Quito),"Norte de Quito, Quito",125.000,227,4,2,3.0,2021-10-02
Hermosas Casas Santa Ines Casa - Cumbayá,"Cumbayá, Quito",399.999,223,3,4,2.0,2021-10-02
Casa de Venta en Calderón,"Calderón, Quito",65.000,78,3,1,1.0,2021-10-02
"Pakakuna, Checa, Hermosa Casa en Una Sola Planta, Espectacular Urbanizacion","Checa, Quito",568.000,1962,3,3,2.0,2021-10-02
Hermosa Casa Moderna $269.000 - Tumbaco - Hilacril,"Tumbaco, Quito",269.000,242,3,2,2.0,2021-10-02
Hermosa Casa con Vista de Venta en El Corazón de Cumbaya,"Cumbayá, Quito",1.100.000,1500,4,4,6.0,2021-10-02
Venta Última Casa 2 Dorm. en Calderón Sector Marianitas,"Calderón, Quito",50.000,86,2,2,1.0,2021-10-02
Vendo Amplia Propiedad en Guamaní,"Sur de Quito, Quito",430.000,1514,8,6,0.0,2021-10-02
Casa - Los Chillos Crédito Vip Finos Acabados,"Los Chillos, Quito",86.000,90,3,2,1.0,2021-10-02
Casa a Estrenar de 3 Plantas - Parque Metropolitano de La Armenia,"La Armenia, Quito",89.600,128,3,2,1.0,2021-10-02
NN,"Los Chillos, Quito",90.000,90,3,2 ,0.0,2021-10-02
NN,"Tumbaco, Quito",177.200,168,3,2 a 3 ,0.0,2021-10-02
NN,"La Armenia, Quito",158.000,205m²,3,3 ,0.0,2021-10-02
NN,"Tumbaco, Quito",44.300,62,2,2 ,0.0,2021-10-02
NN,"Tumbaco, Quito",107.900,82,2,2 ,0.0,2021-10-02
NN,"Calderón, Quito",67.930,124,3,1 a 3 ,0.0,2021-10-02
NN,"Carcelén, Quito",175.000,239,4,3 ,0.0,2021-10-02
NN,"Los Chillos, Quito",130.000,209,3,2 ,0.0,2021-10-02
NN,"Los Chillos, Quito",89.600,132m²,3,2 ,0.0,2021-10-02
NN,"Cumbayá, Quito",207.399,144,2,2 a 3 ,0.0,2021-10-02
"Casa en Venta Dentro de Urbanización, Tumbaco (3 Dorm.) Piscina","Tumbaco, Quito",320.000,636,4,3,4.0,2021-10-02
Venta de Casa en Conjunto Prados de La Hacienda en El Valle de Los Chillos,"Los Chillos, Quito",188.000,250,4,3,3.0,2021-10-02
Ganga!venta Hermosa Casa en San Rafael en Conjunto Privado! Piscina,"San Rafael, Quito",137.900,248,3,2,2.0,2021-10-02
Ganga! Venta de Casa - Tumbaco Dentro de Conjunto,"Tumbaco, Quito",99.000,190,3,2,2.0,2021-10-02
Hermosa Casa Sector Rancho San Francisco,"Cumbayá, Quito",370.000,419,3,3,4.0,2021-10-02
"Casa Sangolqui, Los Viñedos, 150 m² $99.000","Sangolqui, Quito",99.000,160,3,2,3.0,2021-10-02
Vendo de Oportunidad Casa 2 Pisos en La Campiña (Vía a La Mitad del Mundo Cerca de La Pampa),"Norte de Quito, Quito",81.500,111,3,2,2.0,2021-10-02
"Hillacryl, Moderna Casa de Venta Dentro de Conjunto!","Tumbaco, Quito",239.000,344,3,2,2.0,2021-10-02
Oportunidad Casa 3 Dorm. - Tumbaco,"Tumbaco, Quito",175.000,195,3,3,2.0,2021-10-02
Vendo Lindas Casas con Patio - Los Chillos Puente 9,"Los Chillos, Quito",92.000,92,3,2,2.0,2021-10-02
"San Patricio, Espectacular Casa a Estrenar, 4 Dorm. $482.000","Cumbayá, Quito",482.000,651,4,4,4.0,2021-10-02
"Casa en Venta, 4 Dorm. Sector Santa Lucia","Norte de Quito, Quito",239.000,315,4,3,2.0,2021-10-02
En Venta Casa de Lujo con Jardín Amplio Estratégicamente Ubicada en Tumbaco,"Tumbaco, Quito",429.000,755,3,4,2.0,2021-10-02
Vendo Casa en Quitumbe,"Quitumbe, Quito",70.000,112,3,2,2.0,2021-10-02
NN,"Los Chillos, Quito",89.850,150m²,3,2 ,0.0,2021-10-02
NN,"Cumbayá, Quito",269.028,484m²,4,4 ,0.0,2021-10-02
NN,"Sur de Quito, Quito",21.250,62,2,1 ,0.0,2021-10-02
NN,"Llano Chico, Quito",72.490,156,3,2 ,0.0,2021-10-02
NN,"Conocoto, Quito",86.500,135,2,2 ,0.0,2021-10-02
NN,"Sur de Quito, Quito",85.000,147m²,3,2 ,0.0,2021-10-02
NN,"Mitad del Mundo, Quito",75.800,88m²,3,2 ,0.0,2021-10-02
NN,"Calderón, Quito",73.998,124,2,2 ,0.0,2021-10-02
NN,"Puembo, Quito",73.500,111m²,3,1 ,0.0,2021-10-02
NN,"Los Chillos, Quito",75.653,80,1,2 a 4 ,0.0,2021-10-02
"Oportunidad, Cumbaya, Scala Shopping, Casa 2 Plantas; 4 Dorm. $365.000","Cumbayá, Quito",365.000,626,4,4,4.0,2021-10-02
Venta Casa en Cumbaya Sector Colegio Aleman,"Cumbayá, Quito",550.000,570,5,4,4.0,2021-10-02
"Casa de 248,23 m² Oportunidad, en El Sur de Quito, Sector de Cutuglagua","Sur de Quito, Quito",114.000,248,6,4,0.0,2021-10-02
Vendo Casas a Estrenar Sector Condado,"Norte de Quito, Quito",115.000,124,3,2,1.0,2021-10-02
"Casa de Venta, Amplio Jardín Remodelada - El Condado","El Condado, Quito",380.000,400,3,3,5.0,2021-10-02
Casas de Venta por Estrenar - Desde 104 m²,"Calderón, Quito",82.500,104,3,2,1.0,2021-10-02
Vendo Hermosa Casa Aplica a Credito Vip. Cerca Portal Shoping Opcion 2 Parqueaderos,"Carapungo, Quito",77.500,102,3,2,0.0,2021-10-02
Casa en Venta en Sangolqui,"Sangolqui, Quito",73.000,145,3,1,2.0,2021-10-02
Casa en Venta Totalmente Remodelada en Ponciano Alto,"Ponceano, Quito",209.000,350,5,3,10.0,2021-10-02
Cumbaya Venta de Casa Dentro de Conjunto con Piscina Cerca a La Ruta Viva!,"Cumbayá, Quito",278.000,306,3,2,2.0,2021-10-02
"Casa Venta Tumbaco (Sector Hilacril) 3 Dor. Jardín, Bbq, Conjunto con Piscina","Tumbaco, Quito",259.000,350,3,3,2.0,2021-10-02
"Casa con Terreno en Venta, en Guayllabamba","Guayllabamba, Quito",200.000,2000,3,2,10.0,2021-10-02
Vendo Casa - Monjas,"Centro de Quito, Quito",159.900,195,3,2,1.0,2021-10-02
Amangasi del Inca Oportunidad Linda Casa en Conjunto,"El Inca, Quito",135.000,165,4,2,2.0,2021-10-02
NN,"Norte de Quito, Quito",85.000,144m²,3,2 ,0.0,2021-10-02
NN,"Los Chillos, Quito",75.000,84m²,3,2 ,0.0,2021-10-02
Vendo Casa - Tumbaco La Morita,"Tumbaco, Quito",165.000,162,3,2,2.0,2021-10-02
Moderna Casa de 3 Pisos Sector El Condado,"El Condado, Quito",175.000,275,3,3,3.0,2021-10-02
Casa - Tumbaco,"Tumbaco, Quito",280.000,337,3,2,3.0,2021-10-02
Casa de Venta Puembo 3 Dorm. en Urbanización,"Puembo, Quito",335.000,368,4,4,2.0,2021-10-02
"Venta de Hermosa Casa con Piscina E Hidromasaje, Buena Ubicación","Tumbaco, Quito",395.000,1245,4,4,3.0,2021-10-02
Vendo Hermosa Casa Ponceano Norte de Quito,"Ponceano, Quito",120.000,150,3,2,2.0,2021-10-02
Espectacular Casa Intervalles,"Cumbayá, Quito",840.000,1000,4,4,4.0,2021-10-02
Se Vende Exclusiva y Moderna de 175 m en San Juan de Cumbaya de Tres Dorm.,"Cumbayá, Quito",213.000,222,3,2,2.0,2021-10-02
Hermosa Casa Intervalles,"Cumbayá, Quito",445.000,650,3,3,2.0,2021-10-02
Venta Casa - Norte de Quito,"Norte de Quito, Quito",199.990,229,4,3,2.0,2021-10-02
En Venta Una Casa con Terreno en El Valle de Los Chillos,"Conocoto, Quito",140.000,627,6,6,1.0,2021-10-02
Hermosa Casa Amplia y Cómoda de Venta en El Sector Amagasí,"Amagasí, Quito",750.000,480,5,5,8.0,2021-10-02
Venta Oportunidad Casa de 119 m² de 3 Dorm. Sector Carapungo,"Carapungo, Quito",82.000,210,3,2,1.0,2021-10-02
Vendo Casa Mirasierra - Valle Los Chillos,"Los Chillos, Quito",164.000,203,3,2,2.0,2021-10-02
Casa en Venta Pomasqui,"Mitad del Mundo, Quito",99.000,134,3,2,1.0,2021-10-02
"Hermosa Casa Ponceano 146 m², Patio y Jardín, Esquinera","Ponceano, Quito",110.000,147,3,2,2.0,2021-10-02
"Vendo Casa - Hungria y Mariana de Jesús. Remodelada, Una Sola Planta","Centro Norte, Quito",380.000,334,4,2,1.0,2021-10-02
"Cumbaya, Precio Oportunidad, Casa Estilo Clásico en Una Sola Planta, $650.000","Cumbayá, Quito",650.000,1630,4,3,4.0,2021-10-02
Vendo Grande y Hermosa Casa en Monteserrin Junto a Campo Alegre Excelente Precio,"Monteserrín, Quito",259.000,203,3,3,4.0,2021-10-02
"Casa Clásica en Venta, Sector Parque El Arbolito 4 Dorm.","Centro Norte, Quito",260.000,1,4,4,4.0,2021-10-02
Vendo Hermosa Casa a Estrenar con Excelentes Acabados - La Morita - Tumbaco,"Tumbaco, Quito",244.000,222,3,2,2.0,2021-10-02
"Casa Rentera de 426 m² + Terreno de 210 m² de Oportunidad, Sector Solanda","Sur de Quito, Quito",130.000,636,10,4,1.0,2021-10-02
"Venta, Casa, Rentera, 4 Departamentos, Dos Locales Comerciales","Norte de Quito, Quito",315.000,559,11,5,4.0,2021-10-02
Hermosa Casa en Yanazarapata de 480 m² con Acabados de Lujo,"Cumbayá, Quito",590.000,500,3,4,5.0,2021-10-02
Hermosas Casas de Venta - Sector La Morita,"Tumbaco, Quito",129.489,169,3,3,2.0,2021-10-02
De Venta Hermosa Casa en Conjunto Ponceano Alto,"Ponceano, Quito",118.000,124,3,2,3.0,2021-10-02
"Casa de Venta Terminal de Carcelen, Calle Capri, Tres Habitaciones","Carcelén, Quito",85.000,165,3,2,1.0,2021-10-02
"Casa Rentera y Local Comercial, Sector Andalucía","Norte de Quito, Quito",209.000,409,9,5,4.0,2021-10-02
Casa de Venta Tumbaco Tres Habitaciones,"Tumbaco, Quito",148.000,205,3,3,2.0,2021-10-02
Precio Inigualable! Venta Casa en Cumbayá - con Hermoso Patio,"Cumbayá, Quito",288.000,500,3,3,4.0,2021-10-02
Casa en Venta a Estrenar (Tumbaco) 3 Dorm. en Conjunto de Lujo,"Tumbaco, Quito",260.000,330,3,3,1.0,2021-10-02
"Casa Rentera de Venta, La Recoleta Excelente Inversión - Centro de Quito","Centro de Quito, Quito",165.000,834,32,2,0.0,2021-10-02
Casa - Norte de Quito,"Norte de Quito, Quito",125.000,174,3,3,2.0,2021-10-02
"Cumbaya, Exclusiva Urbanizacion, Casa Totalmente Restaurada $589.000","Cumbayá, Quito",589.000,1086,3,3,5.0,2021-10-02
Casa Mediterranea con Ascensor de Venta en Urbanizacion - Cumbaya,"Cumbayá, Quito",799.000,1027,6,5,6.0,2021-10-02
"Oportunidad Hermosa Casa de Venta Sector Amagasí del Inca, 120 m² Más Patio de 20 m²","Amagasí, Quito",99.000,159,3,2,1.0,2021-10-02
Casa en Venta Norte de Quito,"Norte de Quito, Quito",119.000,151,3,2,2.0,2021-10-02
"Vendo Casa Patrimonial Remodelada, Sector La Floresta","Centro Norte, Quito",279.000,490,5,3,4.0,2021-10-02
Vendo Casa en San Isidro del Inca Moderna $,"El Inca, Quito",99.500,122,3,2,1.0,2021-10-02
Casa por Estrenar Vip o Biess Sector Marianitas,"Calderón, Quito",67.500,103,3,2,1.0,2021-10-02
Casa de Venta en Tumbaco Sector La Tola Grande,"Tumbaco, Quito",119.000,158,3,2,2.0,2021-10-02
En Venta Casa Esquinera El Calzado San Bartolo 181 m² Sur de Quito,"San Bartolo, Quito",110.000,182,6,4,0.0,2021-10-02
Venta Casa en La Vicentina 340 m² Independiente,"Centro de Quito, Quito",190.000,341,6,4,1.0,2021-10-02
Venta de Casa Valle de Los Chillos Sector Selva Alegre Esquinera por Estrenar,"Los Chillos, Quito",120.000,290,4,2,3.0,2021-10-02
"Los Chillos - La Armenia, Conjunto Privado, Piscina","Los Chillos, Quito",89.600,132,3,2,1.0,2021-10-02
Vendo Casa en Mitad del Mundo,"Mitad del Mundo, Quito",98.000,133,3,2,2.0,2021-10-02
"Se Vende Casa Vip ""Conocoto - Miranda Baja""","Conocoto, Quito",79.900,50,3,2,2.0,2021-10-02
Oportunidad Venta Casa Cumbaya Santa Ines Terreno 2.000 m²,"Cumbayá, Quito",750.000,2750,4,5,5.0,2021-10-02
Calderón Casa a Estrenar 119 m 3habit. Garaje,"Calderón, Quito",89.900,152,3,2,1.0,2021-10-02
Casa Nayon de 290 m² en Conjunto Privado,"Nayón - Tanda, Quito",330.000,430,3,2,4.0,2021-10-02
Venta Hermosa Casa Nueva Aurora,"Sur de Quito, Quito",62.000,100,3,2,1.0,2021-10-02
Casa en Venta Valle de Los Chillos – La Armenia,"Los Chillos, Quito",174.900,320,3,3,2.0,2021-10-02
Se Vende Hermosa Casa 132 m² en Conocoto - 0 9 8 3 0 6 0 0 3 3,"Conocoto, Quito",115.000,132,3,2,2.0,2021-10-02
Mónaco Park - Casa 3,"Conocoto, Quito",105.000,189,3,2,2.0,2021-10-02
Casa Lista 3 Dorm. - Cocina Incluída,"Mitad del Mundo, Quito",56.970,70,3,2,1.0,2021-10-02
Vendo Casa por Estrenar en El Conj. Magnolia / Ruta Viva / Usd.,"Tumbaco, Quito",239.000,301,4,3,2.0,2021-10-02
Espaciosa Casa Dentro de Conjunto en Monteserrin,"Monteserrín, Quito",265.000,203,3,4,2.0,2021-10-02
Vendo Casa 2 Plantas 2 Parqueaderos San Juan de Cumbaya $205.000,"La Carolina, Quito",200.000,200,3,2,2.0,2021-10-02
Casa de Venta..,"Cumbayá, Quito",370.000,304,3,3,2.0,2021-10-02
Tenis Vendo 2 Casas en un Lote de 900 m²,"Quito Tenis, Quito",650.000,900,13,6,8.0,2021-10-02
"Cumbaya Se Vende Casa de un Solo Piso, Cinco Dorm., Estudio, Área de Servicio, Jardin (Cr)","Cumbayá, Quito",749.000,583,5,4,4.0,2021-10-02
"Cumbayá - Pillagua, Casa de Venta de 269 m², 3 Dorm.","Cumbayá, Quito",460.000,300,3,3,3.0,2021-10-02
Casa de Venta en Planos Proyecto Villa Capri Sector Arrayanes Puembo,"Puembo, Quito",319.425,390,3,3,3.0,2021-10-02
Casa en Ontaneda 200 m. Construc. 545 m. Terreno. Valle Los Chillos,"Los Chillos, Quito",200.000,545,3,2,2.0,2021-10-02
Casa - Amagasí,"Amagasí, Quito",185.000,250,4,3,3.0,2021-10-02
Casa de Remate 250 m² en Usd. 5 Dorm. Carcelen,"Carcelén, Quito",139.000,250,5,4,2.0,2021-10-02
"Lujosa Residencia de 5 Dorm., ¡Precio de Oportunidad Imperdible!","Cumbayá, Quito",670.000,700,5,5,4.0,2021-10-02
Oportunidad - Casa en Venta - ´pinar Alto,"Centro Norte, Quito",110.000,155,4,2,1.0,2021-10-02
En Venta Amplia y Hermosa Casa Rentera Sector Carcelen Alto,"Norte de Quito, Quito",140.000,360,10,6,2.0,2021-10-02
Casa Lotizacion La Armenia Valle de Los Chillos.,"La Armenia, Quito",290.000,710,4baños,3estac.,0.0,2021-10-02
"Oportunidad Casa Amplia 4 Dorm. Estudio / Piscina y Spa, Sangolquí","Sangolqui, Quito",125.000,220,4,4,2.0,2021-10-02
Casa Rentera en La Av Rumiñahui 461.89 m²,"Sur de Quito, Quito",190.000,461,10,7,3.0,2021-10-02
Casa en Venta 176 m² Conjunto Jardin Andaluz Dean Bajo Valle de Los Chillos,"Conocoto, Quito",102.000,176,3,2,2.0,2021-10-02
Casa Ideal de Venta en Urbanización Miravalle 4,"Miravalle, Quito",640.000,850,4,4,2.0,2021-10-02
"Venta Casa 3 Dormi, Estrenar Tumbaco $167,000","Tumbaco, Quito",167.000,239,3baños,2estac.,0.0,2021-10-02
Hermosa Casa de Venta/ 93 m² en Calderon,"Calderón, Quito",49.500,93,1baño,1estac.,0.0,2021-10-02
Venta Casa Tres Plantas 117 m² Sector Sur Quito Guamaní Caupicho.,"Sur de Quito, Quito",72.000,117,3,2,1.0,2021-10-02
Venta Casa Duplex Sur de Quito Sector C. C. Atahualpa,"Sur de Quito, Quito",85.000,108,4,1,1.0,2021-10-02
"Casa de Venta en Cumbayá, San Juan Bajo, 4 Dorm.","Cumbayá, Quito",315.000,330,4,3,2.0,2021-10-02
"Venta Casa 3 Dorm. con Patio Amplio en Conjunto, Sangolquí","Sangolqui, Quito",90.000,145,3,3,1.0,2021-10-02
"Amagasi del Inca, a 1 Cuadra de La Embajada Usa","Amagasí, Quito",180.000,210,3,3,2.0,2021-10-02
"Casa en Venta, 308 m² en Urb. La Pampa con Mini Departamento Para Adulto Mayor","Mitad del Mundo, Quito",225.000,389,6,4,3.0,2021-10-02
Linda Casa Esquinera en de Conjunto Privado en La Cerámica,"Tumbaco, Quito",185.000,200,3,3,2.0,2021-10-02
Casa de Lujo - Bohios de Jatupamba,"Los Chillos, Quito",304.900,1245,4,6,4.0,2021-10-02
Casa a Estrenar de Venta en Pomasqui,"Norte de Quito, Quito",154.000,292,4,3,2.0,2021-10-02
Casa de Venta Tres Dorm. Tumbaco La Morita,"Tumbaco, Quito",165.000,234,3,3,2.0,2021-10-02
Casa - Quito,"Quito, Pichincha",150.000,128,3,2,2.0,2021-10-02
Casa Rentera de Venta (Para Inversión),"Iñaquito Alto, Quito",520.000,476,3,8estac.,0.0,2021-10-02
Vendo Casa con Areas Verdes en Conjunto Privado,"Los Chillos, Quito",146.000,220,3,3,2.0,2021-10-02
"Vendo Casa Sector, Las Casas, y San Gabriel","Centro Norte, Quito",134.000,230,3,3,0.0,2021-10-02
Arriendo o Vendo - Hermosa Casa de 3 Dorm. - Fuera de Conjunto - Tanda,"Nayón - Tanda, Quito",355.000,500,3,3,4.0,2021-10-02
Casa con Hermosa Vista y Amplio Jardin $400.000,"Cumbayá, Quito",400.000,612,3,3,4.0,2021-10-02
Inmobusiness Vende Elegante Casa en Urbanizacion en Puembo,"Puembo, Quito",3.000.000,2100,5,9,4.0,2021-10-02
Espectacular Casa en Mirasierra Valle de Los Chillos,"San Rafael, Quito",129.000,210,3,2,2.0,2021-10-02
Oportunidad de Venta Hermosa Casa en Dos Pisos en San Juan Cumbaya,"Cumbayá, Quito",190.000,230,2baños,2estac.,0.0,2021-10-02
Venta Casa Rentera en Sector Cotocollao,"Norte de Quito, Quito",289.900,817,7,7,6.0,2021-10-02
Acogedora Casa en Venta Sector Quitumbe,"Sur de Quito, Quito",85.000,210,4,3,1.0,2021-10-02
Re/max Futuro Vende Casa en Conjunto Privado en Valles de Los Chillos,"Los Chillos, Quito",150.000,220,3,2,2.0,2021-10-02
