"id","nombre","precio","sector","area","tipoVivienda","tipoOperacion","descripcion","localizacion"
"1570","Terreno en venta en Pifo","$ 793.200
                        ","Pifo, Pichincha ","1.644 m²","Terreno","Venta","VENTA TERRENO COMERCIAL
PIFO
37MTS DE FRENTE A LA AVENIDA PRINCIPAL, ANTES DE LLEGAR AL INTERCAMBIADOR DE TABABELA 
2644M2 DE TERRENO
VALOR DE VENTA: 300USD XM2
Mayor información por esta propiedad o cualquier inmueble industrial, empresarial o corporativo, tomar contacto  - Agua corriente","Tulio Garzon 2168, Pifo 170175, Ecuador"
"1571","Terreno en venta en Quito","$ 65.000
                        ","Quito, Quito, Quito, Pichincha ","407 m²","Terreno","Venta","Tumbaco sector Churoloma, Terrenos de Venta 407m² Cuenta con: servicios básicos, alcantarillado, vías de fácil acceso documentos en regla, figura Legal DERECHOS Y ACCIONES.
Valor $65.000 Negociable 
Info y Citas
☎️0️⃣9️⃣8️⃣4️⃣9️⃣2️⃣3️⃣4️⃣0️⃣3️⃣","RJ22+8J9, Gonzalo Pizarro, Quito 170184, Ecuador"
"1572","Terreno en venta en Quito","$ 1.286.000
                        ","Quito, Quito, Quito, Pichincha ","","","","Terreno en venta - Carcelén 

Código: V4624 

Estimado Cliente: 
Para comunicarnos de manera inmediata, por favor incluir su número de teléfono al hacer contacto en esta publicación. 

Características del terreno 

1.- Datos del Lote: 

Área según escritura: 7.507 m2 
Área grafica: 8.018 m2 
Frente total: 55,50 m 

2.- Regulaciones - Zonificación: 

Zona: C3 (C303-70) 
Lote minimo: 300 m2 
Frente mínimo 10 m 
Cos total 210 % 
Cos en planta baja: 70 % 
Forma de ocupación de suelo: A (aislada) 
Uso de suelo: (PE/CPN) 

3.- Pisos: 

Altura: 12 m 
Número de pisos: 3 

4.- Retiros: 

Frontal: 5 m 
Lateral: 0 m 
Posterior: 3 m2 
Entre bloques: 6 m 

Clasificación del suelo: SRU (Suelo rural urbano) 

Factibilidad de servicios básicos: NO 

Cerramiento: SI 
Terreno Plano: SI 

Para una visita guiada, por favor comunicarse directo con el/la agente encargado/a 

Agente: Gino Porter

Matriz: Naciones Unidas y Nuñez de Vela, Edificio Metropolitan, Piso 10, Oficina 1011 
Sucursal: Av.10 de Agosto y Riofrio, Edificio Ejido, Piso 2, Oficina, 203","Pichincha, Quito, Quito"
"1573","Terreno en venta en Quito","$ 690.000
                        ","Quito, Quito, Quito, Pichincha ","10.625 m²","Terreno","Venta","VENTA TERRENO INDUSTRIAL ALTO IMPACTO
ZONIFICACION: I3 
10625M2 DE TERRENO 
PLANO
COEFICIENTE COS PB: 75%
ALTURA 16MTS  
VALOR: $690.000USD. 
Mayor información por esta propiedad o cualquier inmueble industrial, empresarial o corporativo, tomar contacto.","Camilo Orejuela, Quito 170140, Ecuador"
"1574","Terreno en venta en Cumbaya","$ 679.257
                        ","Cumbaya, Cumbaya, Quito, Pichincha ","","","","Estos increíbles lotes se encontrarán ubicados junto a la Ruta Viva, en el Sector Lumbisí, entre el Aeropuerto y la Ciudad de Quito. En una zona muy tranquila y privilegiada cerca de todo lo necesario.            
        
A 10 minutos del túnel Guayasamín, 10 minutos de la Universidad San Francisco, a 18 minutos del aeropuerto, a 4 minutos del Scala Shopping, a 7 minutos del parque de Cumbayá, a 6 minutos del Hospital de los valles, a 5 minutos del paseo San Francisco, a 4 minutos de la tejedora
- Proyecto con 60 Lotes - TERRENOS UNIFAMILIARES CON CATASTRO PROPIO - Desde 1000m2 hasta 2909 m2- 2 accesos con garitas independientes- Club house exclusivo con:    - Piscina    - Jacuzzi    - Sauna    - Turco    - Gimnasio    - Salón de eventos    - Coworking    - Área de bbq    - Terraza mirador    - Lounge","Pichincha, Quito, Cumbaya"
"1575","Terreno en venta en Quito","$ 700.000
                        ","Quito, Quito, Quito, Pichincha ","4.689 m²","Terreno","Venta","VENTA TERRENO INDUSTRIAL AMAGUANA
DENTRO DE CONJUNTO INDUSTRIAL
4689M2 TERRENO 
TIENE EDIFICADO UN EDIFICIO CORPORATIVO DE 834 M2 APROXIMADOS  Y CUENTA CON EL ESPACIO LIBRE DEL TERRENO PARA CONSTRUIR LA NAVE INDUSTRIAL PARA CUALQUIER EMPRESA
EL TERRENO ES PLANO
VALOR: 700.000USD
Mayor información por esta propiedad o cualquier inmueble industrial, empresarial o 
corporativo, tomar contacto.","Ángela Amaguaña, Quito 170140, Ecuador"
"1576","Terreno en venta en Tumbaco","$ 600.000
                        ","Tumbaco, Tumbaco, Quito, Pichincha ","","","","TERRENO DE VENTA SECTOR COLLAQUI ( tiene una casa en obra gris, el precio es sólo por el terreno,)
            
        CERCA DE ENTIDADES EDUCATIVOS, CONJUNTOS HABITACIONALES, IGLESIAS,
HERMOSA VISTA
SERVICIOS BASICOS
BUENA UBICACION
AREA TOTAL 7900 M2
AREA CONSTRUIBLE 6.000 M2
PRECIO $ 600.000 negociables
SU PRECIO ESTA DE OPORTUNIDAD

Descubre lo que ofrece este inmueble

AmbientesBodega(s): 1Cuarto de máquinas
Patio
Urbanización privada

ExterioresCerramiento(s)","Pichincha, Quito, Tumbaco"
"1577","Terreno en venta en Tumbaco","$ 900.000
                        ","Tumbaco, Tumbaco, Quito, Pichincha ","4.500 m²","Terreno","Venta","Tumbaco 
Zona alta Plusvalia 
4500 metros 
Cos 105 pb 35","QJQ3+PQ Quito, Ecuador"
"1578","Terreno en venta en Puembo","$ 437.000
                        ","Puembo, Puembo, Quito, Pichincha ","","","","PUEMBO
            
        Cerca de entidades educativas, IGLESIAS, CLUBES.
Cuenta con todos los servicios básicos.
Total lotizacion
ÁREA de los 5 lotes. 13.300 m2 (planos)
Área incluido calle 22.202 m2
5 lotes libres $175 cada m2
Son lotes de 2.500 a 2.800 m2
Precio por lote de $437.000 ($2500 m2) - negociable
Precio por lote de $490.000 ($2800 m2) - negociable

Descubre lo que ofrece este inmueble
ServiciosServicios básicos (agua/luz)","Pichincha, Quito, Puembo"
"1579","Terreno en venta en Yaruquí","$ 635.757
                        ","Yaruquí, Yaruquí, Quito, Pichincha ","","","","YARUQUI TERRENO AGRICOLA DE VENTA
            
        SECTOR SAN VICENTE DE YARUQUI
AREA 25.430.30 M2
ACTUALMENTE TIENEN SEMBRIOS DE FRUTILLA Y FRAMBUESA
Agua de riego,
Transformador propio de 40 kva,
Reservorio de 15 metros de largo x 5 de ancho y 1 metro de profundidad
CONSTRUCCCIONES
Cuarto de bombas
Cuarto de empleado
Cocina para empleado
Postcosecha
Cuarto frio
Bodega
Ancho 4 M
Largo 5.7 M
Alto 220 M
PRECIO $ 25 CADA M2 ($635.757,5)","Pichincha, Quito, Yaruquí"
"1580","Terreno en venta en Quito","$ 80.000
                        ","Quito, Quito, Quito, Pichincha ","906 m²","Terreno","Venta","📐 906 Mt2 de Terreno
✅ Calle Principal","Pichincha, Quito, Quito"
"1581","Terreno en venta en Puembo","$ 201.733
                        ","Puembo, Puembo, Quito, Pichincha ","","","","Vendo espectacular  terreno dentro urbanización en desarrollo en Puembo.
Lote de 647,14 m2
USD 201.733
Cerca de la ciudad y con la tranquilidad que te brinda la naturaleza.
Mindala te brinda un estilo de vida único en la mejor zona de Puembo.
Urbanización de 60 exclusivos lotes
Diseño de jardines y paisajismo
A 1 minuto del Club Arrayanes
Espectaculares áreas comunales: 
Piscinas temperadas
Gimnasio equipado
Cancha de padel
Área de BBQ 
Billar 
Ping Pong
Área de juegos infantil
Listos para entrega
¿Buscas invertir en tu futuro? 
Mindala es tu mejor opción","Pichincha, Quito, Puembo"
"1582","Terreno en venta en Tumbaco","$ 600.000
                        ","Tumbaco, Tumbaco, Quito, Pichincha ","1.930 m²","Terreno","Venta","Terreno 1930 Mts²
Casa 300 Mts²
Tumbaco Sector la Cerámica 

OPORTUNIDAD","Pichincha, Quito, Tumbaco"
"1583","Terreno en venta en Cumbaya","$ 480.000
                        ","Cumbaya, Cumbaya, Quito, Pichincha ","1.430 m²","Terreno","Venta","VENTA DE TERRENO IDEAL PARA CONJUNTO RESIDENCIAL 3 PISOS. 1.430 M2.

Muy bien situado con vista al valle de tumbaco.

Informes y citas:

MARCELO PONCE R.  0998-769----","Calle Rosita Salazar, Cumbaya, Quito, ECU"
"1584","Terreno en venta en Quito","$ 660.000
                        ","Quito, Quito, Quito, Pichincha ","1.563 m²","Terreno","Venta","VHOME-PICH05
VENTA TERRENO EN RUMIPAMBA, SECTOR GRANDA CENTENO NORTE DE QUITO 
Lote #5
1563M2
VALOR VENTA $ 660000","Pichincha, Quito, Quito"
"1585","Terreno en venta en Calderón","$ 35.225
                        ","Calderón, Calderón, Quito, Pichincha ","483 m²","Terreno","Venta","lindo terreno esquinero, planito ubicado en vía principal de catequilla en San Antonio de Pichincha sector muy tranquilo y en mucho crecimiento.","Catequilla, Quito, Ecuador"
"1586","Terreno en venta en Cumbaya","$ 230.000
                        ","Cumbaya, Cumbaya, Quito, Pichincha ","995 m²","Terreno","Venta","Venta terreno con vista - Cumbayá
$230.000
995m2
BIFamiliar
Dentro de conjunto con seguridad
Frente total 58,37 m 
N° pisos 2
COS PB 35%
COS total 70%
Excelente precio","Cumbayá, Quito, Ecuador"
"1587","Terreno en venta en Tumbaco","$ 325.000
                        ","Tumbaco, Tumbaco, Quito, Pichincha ","1.075 m²","Terreno","Venta","Venta terreno 1075m2 en Urbanización - Sector: El Arenal - Tumbaco

COS PB: 35%
COS TOTAL: 70%
Servicios básicos
Con escrituras

Precio: $325.000","Pichincha, Quito, Tumbaco"
"1588","Terreno en venta en Tumbaco","$ 180.000
                        ","Tumbaco, Tumbaco, Quito, Pichincha ","1.000 m²","Terreno","Venta","Hermoso terreno dentro de urbanización en Tumbaco 
1.000m2
Precio oportunidad
Todo servicio","QJQ3+PQ Quito, Ecuador"
"1589","Terreno en venta en Tumbaco","$ 190.000
                        ","Tumbaco, Tumbaco, Quito, Pichincha ","1.000 m²","Terreno","Venta","Terrenos desde 1000 m2 en Tumbaco, ubicación privilegiada, urbanización privada de lujo, exelente vista, ideal para cualquier proyecto","Pichincha, Quito, Tumbaco"
"1590","Terreno en venta en Pifo","$ 325.000
                        ","Pifo, Pifo, Quito, Pichincha ","","","","VIA PIFO LOTES DE VENTA LOTIZADOS EN CONJUNTO
            
        ESPECTACULAR VISTA
CERCA DE LA RUTA VIVA
CERCA DE RESTAURANTES, ENTIDADES EDUCATIVAS ETC.
BUENAS VIAS DE ACCESO
BUEN ENTORNO
TODOS LOS SERVICIOS:
AGUA, LUZ, ALCANTARILLADO
TOTAL LOTES 9
LOTES DESDE 2.500 M2 A 2.700 M2 MAS MENOS
PRECIO $130 CADA M2 (325.000)
AREA TOTAL 2 HECTAREAS (mas menos)

Descubre lo que ofrece este inmueble

Servicios
Puertas eléctricas
Control de accesos
Servicios básicos (agua/luz)
Ambientes icon
Ambientes
Urbanización privada","Pichincha, Quito, Pifo"
"1591","Terreno en venta en San Antonio","$ 330.000
                        ","San Antonio, San Antonio, Quito, Pichincha ","","","","Al norte de Quito en el sector de la mitad del mundo se venta este lote de terreno de 3318m2 que cuenta con un galpón de 400m2 aproximados la cual funciona una planta. La propiedad es factible para pata negocios de almacenamiento y distribución, acogida de vehículos pesados etc.
La propiedad también es apta para desarrollar cualquier proyecto inmobiliario sus cercanías con linea de buses, y el centro de la ciudad mitad del mundo hacen que este terreno sea rentable para el proyecto.
Su zonificación es C2,Cos total 140%, cos planta baja 70%, Uso de suelo R1, tiene servicio básicos y sus retiros son solo frontales y posterior.
La propiedad se puede rentar consultanos su precio.","Pichincha, Quito, San Antonio"
"1592","Terreno en venta en Distrito Metropolitano de Quito","$ 7.700.000
                        ","Distrito Metropolitano de Quito, Pichincha ","","","","VENDO HACIENDA EN YARUQUI DE 50 HECTAREAS UTILES

35 hectáreas totalmente planas y 15 hectáreas con inclinación pero tractorable. Adicionalmente varias hectáreas con laderas, caminos y bosques.

Servicios de luz eléctrica y luz trifásica.

Agua de vertientes Agua de riego por canal privado con 60 litros por segundo Un reservorio de 130 metros de largo por 40 metros de ancho con 3 metros de profundidad.

Altura: 2000 metros nivel del mar.

La propiedad tiene bosques, áreas verdes, alejado del tráfico con mucha paz y tranquilidad.

IDEAL PARA UN CLUB-HOSTERIA-HIPICO -GANADERIA- CULTIVOS

PRECIO: $ 7.700.000 dólares.

CASAMAX INMOBILIARIA- Experiencia y Profesionalismo en Bienes Raíces -Años en Bienes Raíces en los USA y en el Ecuador Para mayor información: Fernando Izquierdo MBA UNICAMENTE INTERESADOS","Pichincha, Distrito Metropolitano de Quito"
"1593","Terreno en venta en Tumbaco","$ 900.000
                        ","Tumbaco, Tumbaco, Quito, Pichincha ","6.610 m²","Terreno","Venta","Terreno Plano en Chaquiñan Sta. Rosa

Suelo urbano Consolidado Residencial

COS PB 50%

COS TOTAL 100%

Número de Pisos 2

$136 x M2","El Chaquiñán, Tumbaco, Quito, Ecuador"
"1594","Terreno en venta en Quito","$ 110.000
                        ","Quito, Pichincha ","","","","Terreno de venta en Quito sector Norte.
Te gustaría construir la casa ideal en esta exclusiva y segura urbanización en el norte de Quito Residencial Montecarlo. Cerca Colegios SEK, Letort, Martín Cereré, Isaac Newton, Thomas Moro, Urbanización con hermosa área verde comunal con cancha de fútbol y volley,  paisajismo, juegos infantiles. Excelente vista a los valles.

CARACTERSTICAS:

rea 420 m²
Frente total 14 m²
Libre de gravamen.

ZONIFICACIÓN:
Zona: B2 (B304-50)
Lote mínimo: 300 m²
Frente mínimo:10 m
COS total: 200 %
COS en planta baja: 50 %	
PISOS
Altura:	16 m
Número de pisos: 4	
RETIROS
Frontal:	5 m
Lateral:	3 m
Posterior: 3 m
Entre bloques: 6 m
Forma de ocupación del suelo:	(B) Pareada	
Clasificación del suelo:	(SU) Suelo Urbano
Uso de suelo:	(RU2) Residencial Urbano 2

SI Deseas mayor información puedes contactarnos a inmohouse360  095890---- y uno de nuestros asesores te atenderán.","Pichincha, Quito"
"1595","Terreno en venta en Cumbaya","$ 372.310
                        ","Cumbaya, Cumbaya, Quito, Pichincha ","1.201 m²","Terreno","Venta","VeNtA terrenos – La Viña
LOTE 9C: 1.201M2 con pendiente y vista - $310 x m2
Dentro de conjunto privado con guardianía 24h
COS PB 35%
se permite construir 2 pisos","Cumbayá, Quito, Ecuador"
"1596","Terreno en venta en Quito","$ 105.000
                        ","Quito, Quito, Quito, Pichincha ","450 m²","Terreno","Venta","Terreno de oportunidad
Sector Colegio Americano
450m2 
$105.000","Agustín Cueva, Carcelén, Quito, Ecuador"
"1597","Terreno en venta en San Antonio","$ 60.000
                        ","San Antonio, San Antonio, Quito, Pichincha ","1.000 m²","Terreno","Venta","- Terreno de 1000 m2
- Único dueño.
- Escrituras públicas.
- Agua, luz, alacantarillado.
- Terreno ubicado en la calle principal.","Pichincha, Quito, San Antonio"
"1598","Terreno en venta en Quito","$ 25.000
                        ","Quito, Quito, Quito, Pichincha ","506 m²","Terreno","Venta",":
 506 Mt2 de Terreno
  12 Mt2 de Frente
 ","Pichincha, Quito, Quito"
"1599","Terreno en venta en Quito","$ 27.000
                        ","Quito, Quito, Quito, Pichincha ","180 m²","Terreno","Venta",":

 180 Mt2 de Terreno
🗺 10 Mt de Frente x 18 Mt de Fondo
✅ Servicios Básicos 
 ","Pichincha, Quito, Quito"
"1600","Terreno en venta en Puembo","$ 280.000
                        ","Puembo, Puembo, Quito, Pichincha ","500 m²","Terreno","Venta","V7TB6

VENDO TERRENOS  en las laderas del Rio Chiche, con una increíble vista al cañón, 

TERRENOS DE 500 M. 
$280.000","Pichincha, Quito, Puembo"
"1601","Terreno en venta en Cumbayá","$ 396.000
                        ","Cumbayá, Distrito Metropolitano de Quito, Pichincha ","","","","GRAN OPORTUNIDAD, IMPERDIBLE. Espectacular terreno de venta ubicado en una de las mejores y más exclusivas Urbanizaciones en Cumbayá. Urbanización Prados de la Viña dentro de la Urbanización la Viña. La Urbanización más nueva construida dentro de la Viña. Doble seguridad, terreno totalmente plano, vista, esquinero.  Están ya construidas las casas junto al terreno.
1100 m2 
Oportunidad¡¡¡¡ bajó de precio. 
$370 EL M2

$396.000","Pichincha, Distrito Metropolitano de Quito, Cumbayá"
"1602","Terreno en venta en Quito","$ 420.000
                        ","Quito, Pichincha ","","","","En venta hermoso terreno completamente plano de 7000 m² con árboles frutales, aguacates, limas, limones, mandarinas, chirimoya, guabas, guanábana. Ubicado en Quito, sector Oyacoto en una zona muy tranquila, cuenta con agua de regadío.  Documentos en regla Precio $ negociables $65 / m2
Ubicado a 15  minutos del aeropuerto.
Para mayor información contáctanos a Inmohouse360 095890---- y uno de nuestros asesores te atenderán","Pichincha, Quito"
"1603","Terreno en venta en Cumbaya","$ 549.940
                        ","Cumbaya, Cumbaya, Quito, Pichincha ","","","","Hermosos terrenos en Urbanización La Quinta
- COS PB: 35%
- COS TOTAL: 70%
- Terreno de 1,222.09 m2
- ideal para construir la casa de tus sueños
- Terreno unifamiliar
- Vistas increíbles de Cumbayá
- Valor por metro cuadrado de $450
Urbanización cuenta con:
- Cancha de fútbol
- Senderos que recorren la urbanización
- Juegos infantiles","Pichincha, Quito, Cumbaya"
"1604","Terreno en venta en Quito","$ 193.440
                        ","Quito, Quito, Quito, Pichincha ","","","","TERRENOS DE VENTA CON EXCELENTE UBICACION EN LA URBANIZACION MIRAVALLE 4            
        
A 5 minutos del centro de CumbayáCon una vista privilegiada del valle de Cumbayá, cerca de supermercados, centros comerciales, colegios, universidades y bancos.Son 5 terrenos en totalÁrea del terreno 349: 843m2.Área del terreno 350: 936m2.Área del terreno 366: 642m2.Área del terreno 367: 496m2Área del terreno 368: 896m2COS Total 105%COS PB 35%Número de pisos 3Urbanización con seguridad las 24 horas.Valor por m2 $390","Pichincha, Quito, Quito"
"1605","Terreno en venta en Quito","$ 900.000
                        ","Quito, Quito, Quito, Pichincha ","600 m²","Terreno","Venta","terreno ideal para construir edificio de hasta 8 pisos. * 32 metros de frente

""CONTACTO : 
MARCELO PONCE - 099 - 876 - ----""","Sebastian Cedeño 191, Quito 170147, Ecuador"
"1606","Terreno en venta en Quito","$ 328.770
                        ","Quito, Quito, Quito, Pichincha ","","","","TERRENOS DE VENTA CON EXCELENTE UBICACION EN LA URBANIZACION MIRAVALLE 4            
        
A 5 minutos del centro de CumbayáCon una vista privilegiada del valle de Cumbayá, cerca de supermercados, centros comerciales, colegios, universidades y bancos.Son 5 terrenos en totalÁrea del terreno 349: 843m2.Área del terreno 350: 936m2.Área del terreno 366: 642m2.Área del terreno 367: 496m2Área del terreno 368: 896m2COS Total 105%COS PB 35%Número de pisos 3Urbanización con seguridad las 24 horas.Valor por m2 $390","Pichincha, Quito, Quito"
"1607","Terreno en venta en Quito","$ 105.000
                        ","Quito, Quito, Quito, Pichincha ","198 m²","Terreno","Venta",":
 198 Mt2 de Terreno
✅ Plano 
 ","Pichincha, Quito, Quito"
"1608","Terreno en venta en Puembo","$ 175.751
                        ","Puembo, Puembo, Quito, Pichincha ","","","","Vendo Hermoso Terreno dentro de urbanización ubicada en Puembo            
        

Entrega, Abril 2024

Terreno 557,5  m2
USD 175.751

Urbanización con acabados de lujo
Topografía plana.
Espectacular diseño de jardines y paisajismo
Calidad de vida y fácil acceso a lugares centrales.
Inigualable Casa Club
Moderno BBQ
Espectacular vista
Gimnasio equipado
Piscina y Jacuzzi
Cancha de Padel
Salón Comunal y Coworking
Guardianía 24 horas

¡Amany, lo que estabas buscando! ","Pichincha, Quito, Puembo"
"1609","Terreno en venta en San Antonio","$ 52.500
                        ","San Antonio, San Antonio, Quito, Pichincha ","1.000 m²","Terreno","Venta","Venta de Lote de Terreno de 1 000 mts2","Av. Manuel Córdova Galarza SN, Quito, Ecuador"
"1610","Terreno en venta en Cumbaya","$ 767.520
                        ","Cumbaya, Cumbaya, Quito, Pichincha ","","","","Terreno totalmente plano ubicado dentro de una de las mejores y exclusivas urbanizaciones de Cumbayá. Cerca a la Ruta Viva. Urbanización totalmente conformada con muy buenas casas. Uno de los pocos terrenos libres. Unico de venta. Seguridad las 24 horas, parque comunal
            
        1599 m2 en $767520","Pichincha, Quito, Cumbaya"
"1611","Terreno en venta en El Condado","$ 247.600
                        ","El Condado, El Condado, Quito, Pichincha ","619 m²","Terreno","Venta","Venta de terreno de 619m2 en Urbanización El Condado


Cos total: 200%

Cos Pb: 50%

4 pisos 

Residencial Urbano 1

Valor $ 247.600","Pichincha, Quito, El Condado"
"1612","Terreno en venta en Cumbaya","$ 400.000
                        ","Cumbaya, Cumbaya, Quito, Pichincha ","","","","Espectacular terreno de venta dentro de la Urbanización Más Exclusiva de la Viña.  
            
        Urbanización cerrada, guardianía las 24 horas.  (Doble garita).
La última urbanización construida dentro de la Viña, amplias vías, adoquín de colores, instalaciones subterráneas.
Exclusividad, increíbles casas construidas en la urbanización.
Terreno totalmente plano de 1000 m2.
$400 el m2
$400.000","Pichincha, Quito, Cumbaya"
"1613","Terreno en venta en Tumbaco","$ 121.425
                        ","Tumbaco, Tumbaco, Quito, Pichincha ","","","","Un proyecto exclusivo para ti.             
        
HERMOSOS LOTES DE VENTA UBICADOS EN UN SECTOR PRIVILEGIADO 
Urbanización cerrada de 10 lotes privados,
en medio de la naturaleza, que garantiza la calma del campo,
con la comodidad y tecnología de la ciudad.
Se encuentra en el sector de Tumbaco a 2.5 km de la Av. Interoceanica sector Hilacril de alta Plusvalía.
Ideales para casas independientes, cuenta con todos los servicios básicos. 
De 430 hasta 530 m²
Lotes desde $121.425. ","Pichincha, Quito, Tumbaco"
"1614","Terreno en venta en Cumbaya","$ 415.710
                        ","Cumbaya, Cumbaya, Quito, Pichincha ","","","","Muy buen terreno de venta ubicado dentro de la URbanización Cumbres del Valle.
            
        Vista, ideal para construir tu casa. Es uno de los últimos terrenos disponibles dentro de la urbanización.
Seguridad las 24 horas. Cancha de Tenis, fútbol, Volley comunal. Parque infantil.
Ideal ubicación frente al Scala, Hospital de los Valles.
$130 de condominio
1341 m2 en $310 por m2.
$415.710","Pichincha, Quito, Cumbaya"
"1615","Terreno en venta en Pomasqui","$ 140.000
                        ","Pomasqui, Pomasqui, Quito, Pichincha ","","","","Espectacular terreno de 2000 m2, terreno plano cuenta con sembríos, árboles, plantas, más una casa de 3 dormitorios, un baño completo una bodega dos parqueaderos, 92 metros de construcción. Oportunidad.","Av. Libertador Simón Bolívar 1134, Quito 170209, Ecuador"
"1616","Terreno en venta en Tumbaco","$ 335.670
                        ","Tumbaco, Tumbaco, Quito, Pichincha ","","","","Venta hermoso terreno en Urbanización La Cerámica            
        

Urbanización de 24 lotes

Lote de 1002 m2

Desde USD $335.670


Calles amplias
Canchas deportivas
Vista amplia a todo el valle


Circuito cerrado de televisión
Excelente ubicación con fácil acceso a la Ruta Viva,
Ofrece un ambiente seguro para tu familia


¡El lugar ideal para tu familia!","Pichincha, Quito, Tumbaco"
"1617","Terreno en venta en Quito","$ 136.250
                        ","Quito, Quito, Quito, Pichincha ","","","","Muy buen terreno de venta ubicado en una de las mejores zonas de Puembo, justo al frente del nuevo Colegio Einstein y diagonal a donde se construirá el nuevo Colegio Armericano.
Urbanización de Lujo, llena de palmeras, cableado subterráneo, adoquín de Colores.  Urbanización lista en aproximadamente 6 meses.
545 m2
$250 por m2.
Terrenos Unifamiliares
$136.250","Pichincha, Quito, Quito"
"1618","Terreno en venta en Puembo","$ 542.250
                        ","Puembo, Puembo, Quito, Pichincha ","","","","Espectacular terreno de venta ubicado dentro de la Urbanización El Ingenio en Puembo. Exclusividad, seguridad las 24 horas, parque comunal, juegos infantiles.
            
        


El terreno tiene 2169 m2, esquinero.
$250 el m2. 
$542250","Pichincha, Quito, Puembo"
"1619","Terreno en venta en Quito","$ 450.000
                        ","Quito, Quito, Quito, Pichincha ","","","","Terreno ideal para proyecto habitacional, clínica, empresas, etc
área de terreno 431.25
Frente 15m
COS total:	200 %

COS en planta baja:	50 %	

PISOS

Altura:	16 m

Número de pisos:	4	

RETIROS

Frontal:	5 m

Lateral:	3 m

Posterior:	3 m

Entre bloques:	6 m

Forma de ocupación del suelo:	(A) Aislada	

Clasificación del suelo:	(SU) Suelo Urbano

Uso de suelo:	(RU2) Residencial Urbano 2","Pichincha, Quito, Quito"
"1620","Terreno en venta en Puembo","$ 542.250
                        ","Puembo, Puembo, Quito, Pichincha ","","","","Espectacular terreno de venta ubicado dentro de la Urbanización El Ingenio en Puembo.  Exclusividad, seguridad las 24 horas, parque comunal, juegos infantiles.            
        


El terreno tiene 2169 m2, esquinero.
$250 el m2. 
$542250","Pichincha, Quito, Puembo"
"1621","Terreno en venta en Quito","$ 560.000
                        ","Quito, Quito, Quito, Pichincha ","3 habitaciones","Terreno","Venta","Hermosa propiedad con dos lotes de terreno
hermosas instalaciones para oficinas empresas
fabricas
colegio. 
Tiene también bodega independiente 255 metros cubierta con luz trifásica
pozo séptico.
terraza con hermosa vista espacio ideal para iglesias u oficinas con techo de madera.
oficinas principales con buenos acabados.
también cuenta con un minidepartamento de 90 metros 2 dormitorios.
Lugares cercanos Condado shopping, colegios avenida principal Córdoba Galarza
Varias líneas de buses.
MAS INFO
AG KARINA DE ANDRADE","Pichincha, Quito, Quito"
"1622","Terreno en venta en Quito","$ 380.000
                        ","Quito, Quito, Quito, Pichincha ","","","","AMPLIO TERRENO CON EXCELENTE HUBICACION EN LA URBANIZACION EL CONDADO
72 METROS DE FRENTE A LA CALLE PRINCIPAL
CON CERRAMINENTO
IDEAL PARA CONSTRUCTORES
AREA CONSTRUIDA 314 M2 (ACTUALMENTE FUNCIONA UNA MECANICA)","Pichincha, Quito, Quito"
"1623","Terreno en venta en Quito","$ 136.250
                        ","Quito, Quito, Quito, Pichincha ","","","","Muy buen terreno de venta ubicado en una de las mejores zonas de Puembo, justo al frente del nuevo Colegio Einstein y diagonal a donde se construirá el nuevo Colegio Armericano.
            
        Urbanización de Lujo, llena de palmeras, cableado subterráneo, adoquín de Colores.  Urbanización lista en aproximadamente 6 meses.
545 m2
$250 por m2.
Terrenos Unifamiliares
$136.250","Pichincha, Quito, Quito"
"1624","Terreno en venta en Mariscal Sucre","$ 1.500.000
                        ","Mariscal Sucre, Mariscal Sucre, Distrito Metropolitano de Quito, Pichincha ","","","","Terreno de venta en sector de LA MARISCAL -Excelente ubicacion.
Ubicado a 40 metros de la Avenida Amazonas y Roca
1900 metros de terreno plano
Frente: 27 metros por 44 metros de fondo promedio
Zonificación:
A22 (A608-60)
Lote mínimo: 400 metros
COS PB: 70% 
COS TOTAL: 560%
Uso de suelo RESIDENCIAL URBANO 2
8 pisos con 32 metros de altura 
Todos los servicios 
PRECIO: $1.500.000 USD
CASAMAX INMOBILIARIA-Profesionalismo y Experiencia en Bienes Raíces
FERNANDO IZQUIERDO MBA 

Agua corriente
Desagüe cloacal
Internet
Cable","Pichincha, Distrito Metropolitano de Quito, Mariscal Sucre"
"1625","Terreno en venta en Puembo","$ 410.000
                        ","Puembo, Puembo, Quito, Pichincha ","","","","Terreno totalmente plano ubicado en Urbanización Cerrada de 8 terrenos ubicada atrás de la Urbanización Arrayanes. El terreno es totalmente plano. Garita de Guardianía, instalaciones subterráneas. Precio de oportunidad. 2051 m2 en $200 por m2. Muy buena vista. Se pueden construir dos casas","Pichincha, Quito, Puembo"
"1626","Terreno en venta en Calderón","$ 216.932
                        ","Calderón, Calderón, Quito, Pichincha ","","","","TERRENO EN PUEMBO DE OPORTUNIDAD 


VENTA DE TERRENO DE OPORTUNIDAD PUEMBO

SUPER OFERTA





  2169. 32 metros planos

El terreno consta de 2 cuerpos 
Urbanización privada exclusiva en Puembo 
La urbanización tiene seguridad, se encuentra desarrollada, 
valor $100 el metro cuadrado
Valor 216 932
Informes 099835----




 ","Pichincha, Quito, Calderón"
